,categoria,subcategoria,marca,nombre,descripcion,precio,numero_valoraciones,valoracion,num_variaciones,fecha_extraccion,url_producto,formato,responsabilidad,efecto_sombra,efecto_labios,efecto_mascara,formulacion,tipo_piel,cobertura,acabado,textura
1483,Rostro,Cremas BB & CC,Erborian,CC Crème à la Centella Asiatica,Tratamiento iluminador,45.0,686,4.7,3,2025-05-06,https://www.sephora.es/p/cc-creme-a-la-centella-asi%c3%a1tica-P1293015.html,Standard,,,,,No comedogénico,"Todo tipo de pieles, Piel normal, Piel mixta, Piel seca, Piel madura",Ligera,,Crema
1484,Rostro,Primer & spray fijador,Lancôme,La Base Pro,Prebase Matificante,55.0,562,4.3,0,2025-05-06,https://www.sephora.es/p/la-base-pro-perfecting--primer-166896.html,,,,,,"No comedogénico, Libre de aceite",Piel normal,Media,Natural,Crema
1485,Paletas maquillaje,Paleta de sombras de ojos,Charlotte Tilbury,Luxury Palette The Sophisticate,Paleta sombras de ojos,59.0,1355,4.3,0,2025-05-06,https://www.sephora.es/p/luxury-palette-the-sophisticate---paleta-sombras-de-ojos-442152.html,Set/Estuche/Kit,Vegano,Mate,,,,Todo tipo de pieles,Media,Natural,Polvo compacto
1486,Paletas maquillaje,Paleta de sombras de ojos,Charlotte Tilbury,Paleta Luxury The Golden Goddess,Paletas sombras de ojos,59.0,3062,4.3,0,2025-05-06,https://www.sephora.es/p/paleta-luxury-the-golden-goddess---paletas-de-4-sombras-de-ojos-442153.html,Set/Estuche/Kit,Vegano,"Mate, Irisado/Nacarado, Purpurina",,,,Todo tipo de pieles,Media,Natural,Polvo compacto
1487,Ojos,Paleta de sombras de ojos,Charlotte Tilbury,Luxury Palette The Vintage Vamp,Paleta sombras de ojos,59.0,1342,4.3,0,2025-05-06,https://www.sephora.es/p/luxury-palette--the-vintage-vamp---paleta-de-4-sombras-de-ojos-442157.html,Set/Estuche/Kit,,"Mate, Irisado/Nacarado",,,,Todo tipo de pieles,Media,Natural,Polvo compacto
1488,Rostro,Colorete,Milk Makeup,Lip & Cheek Mini,Labios & Mejillas formato viaje,27.99,3594,4.3,11,2025-05-06,https://www.sephora.es/p/lip-cheek-mini---labios-mejillas-formato-viaje-P3794015.html,Standard,Vegano,,"Hidratante, Natural",,,"Todo tipo de pieles, Piel normal, Piel mixta, Piel seca, Piel grasa, Piel sensible","Media, Ligera","Natural, Mate",
1489,Ojos,Paleta de sombras de ojos,Charlotte Tilbury,Luxury Palette The Uptown Girl,Paleta sombras de ojos,59.0,1356,4.3,0,2025-05-06,https://www.sephora.es/p/luxury-palette-the-uptown-girl---paleta-sombras-de-ojos-442154.html,Set/Estuche/Kit,,"Mate, Irisado/Nacarado",,,,Todo tipo de pieles,Media,Natural,Polvo compacto
1490,Rostro,Base de maquillaje,Estée Lauder,Futurist Hydra Rescue Foundation FPS 45,Maquillaje de base,54.0,573,4.1,16,2025-05-06,https://www.sephora.es/p/futurist-hydra-rescue-foundation-spf45-base-de-maquillaje-P4083107.html,Standard,,,,,,"Todo tipo de pieles, Piel normal, Piel seca, Piel madura",Media,Natural,Liquido
1491,Ojos,Máscara de pestañas,Huda Beauty,Máscara de pestañas,LEGIT Lashes,33.0,2259,4.0,0,2025-05-06,https://www.sephora.es/p/legit-lashes---m%c3%a1scara-511039.html,Standard,,Mate,,"Voluminizador, Efecto alargado, Efecto rizado",,Todo tipo de pieles,Total,Natural,Liquido
1492,Ojos,Paleta de sombras de ojos,Givenchy,Le 9 de Givenchy,Paleta de Sombras de Ojos Multi-Acabados Duración 12h,70.0,14,3.9,4,2025-05-06,https://www.sephora.es/p/le-9-de-givenchy---paleta-sombras-de-ojos-P4020102.html,Set/Estuche/Kit,,"Mate, Metalizado, Irisado/Nacarado, Purpurina",,,No comedogénico,,Media,,Polvo compacto
1493,Desmaquillante,Aceite desmaquillante,On The Wild Side,Aceite desmaquillante,Aceite limpiador bio 100% natural,35.99,1,2.0,0,2025-05-06,https://www.sephora.es/p/aceite-desmaquillante--aceite-limpiador-bio-100%25-natural-511806.html,,"Vegano, Clean at Sephora, Naturality",,,,,Todo tipo de pieles,,,Aceite
1494,Labios,Bálsamo labial,Nudestix,Gel Colour Lip & Cheek Balm,Bálsamo de color para labios y mejillas,28.0,121,4.5,2,2025-05-06,https://www.sephora.es/p/gel-colour-lip-cheek-balm---b%c3%a1lsamo-de-color-para-labios-y-mejillas-P3006020.html,Standard,"Vegano, Clean at Sephora",,"Hidratante, Natural",,,"Todo tipo de pieles, Piel normal",Media,Natural,"Crema, Bálsamo"
1495,Ojos,Lápiz de ojos & khol,Nudestix,Magnetic Eye Colour,Lápiz de ojos,29.0,926,4.4,11,2025-05-06,https://www.sephora.es/p/magnetic-eye-colour---l%c3%a1piz-de-ojos-P2475002.html,Standard,"Vegano, Clean at Sephora","Mate, Metalizado",,Impermeable,,Todo tipo de pieles,Total,Natural,Crema
1496,Labios,Bálsamo labial,Lanolips,Lip Water Wetermelon,Brillo de labios con color,16.0,0,0.0,0,2025-05-06,https://www.sephora.es/p/lip-water-wetermelon---brillo-de-labios-con-color-511485.html,,,,"Hidratante, Brillante / Glossy, Natural, Nacarado/Purpurina",,,Todo tipo de pieles,Ligera,,Liquido
1497,Rostro,Colorete,Nudestix,Nudies Matte Blush,"Para ojos, mejillas y labios",33.99,2353,4.6,9,2025-05-06,https://www.sephora.es/p/nudies-all-over-face-color-matte---stick-contour-doble-punta-P3006023.html,Standard,"Vegano, Clean at Sephora",Mate,"Natural, Mate",Voluminizador,,"Todo tipo de pieles, Piel normal",Ligera,"Natural, Mate",
1498,Labios,Barra de labios líquida,Nudestix,Nude Plumping Lip Glace,Aceite de labios pigmentado hidratante,28.0,52,4.4,5,2025-05-06,https://www.sephora.es/p/nude-plumping-lip-glace---aceite-de-labios-pigmentado-hidratante-P3686017.html,Standard,"Vegano, Clean at Sephora",,"Hidratante, Brillante / Glossy, Voluminizador",,,Todo tipo de pieles,Total,,Liquido
1499,Rostro,Base de maquillaje,Nudestix,Tinted Cover Foundation,Base de maquillaje,39.0,923,4.3,7,2025-05-06,https://www.sephora.es/p/tinted-cover-foundation---base-de-maquillaje-P3821093.html,,"Vegano, Clean at Sephora",,,,,Todo tipo de pieles,Ligera,Natural,"Liquido, Crema"
1500,Rostro,Crema de color,Nudestix,Tinted Blur Stick,Color en barra,33.0,914,3.9,9,2025-05-06,https://www.sephora.es/p/tinted-blur-stick---barra-difuminadora-de-color-P3367002.html,Standard,"Vegano, Clean at Sephora",,,,Libre de aceite,"Piel normal, Piel mixta, Piel seca, Piel grasa",Media,Mate,Crema
1501,Rostro,Colorete,Nudestix,Nudies Bloom All-Over Dewy Color,"Barra de ojos, mejillas y labios",33.99,491,4.5,6,2025-05-06,https://www.sephora.es/p/nudies-bloom-all-over-dewy-color---barra-de-ojos-mejillas-y-labios-P3686016.html,Standard,"Vegano, Clean at Sephora",Brillante,"Brillante / Glossy, Natural",Voluminizador,,Todo tipo de pieles,,"Natural, Brillante",
1502,Rostro,Colorete,Natasha Denona,Bloom highlighting blush,Iluminador,19.99,455,4.6,0,2025-05-06,https://www.sephora.es/p/bloom-highlighting-blush-iluminador-506128.html,Formato viaje,,,,,Libre de aceite,Todo tipo de pieles,Ligera,,Polvo compacto
1503,Cejas,Gel & Máscara de cejas,Anastasia Beverly Hills,Brow Gel,Gel para cejas,15.0,7861,4.3,0,2025-05-06,https://www.sephora.es/p/brow-gel---gel-para-cejas-510928.html,Formato viaje,Vegano,,,,,Todo tipo de pieles,Total,Natural,Gel
1504,Rostro,Colorete,Fenty Beauty,Cheeks out freestyle,Colorete en crema,29.0,1208,4.3,8,2025-05-06,https://www.sephora.es/p/cheeks-out-freestyle---colorete-en-crema-P4063110.html,Standard,Vegano,,,,,"Todo tipo de pieles, Piel normal, Piel mixta, Piel seca, Piel grasa, Piel sensible","Media, Ligera",,Crema
1505,Rostro,Polvos bronceadores,Fenty Beauty,Cheeks Out Freestyle Cream Bronzer,Bronceador en Crema,39.0,565,4.3,3,2025-05-06,https://www.sephora.es/p/cheeks-out-freestyle-cream-bronzer---bronceador-en-crema-P4063109.html,Standard,Vegano,,,,,"Todo tipo de pieles, Piel normal, Piel mixta, Piel seca, Piel grasa, Piel sensible","Media, Ligera",Natural,Crema
1506,Rostro,Cremas BB & CC,Sisley,Phyto-Hydra,Tratamiento embellecedor con color,114.0,48,4.9,6,2025-05-06,https://www.sephora.es/p/phyto---hydra-teint-P3997115.html,Standard,,,,,,"Todo tipo de pieles, Piel normal, Piel mixta, Piel seca, Piel grasa, Piel sensible, Piel madura",Media,Natural,"Liquido, Crema"
1507,Labios,Bálsamo labial,Nars,Afterglow Lip Balm,Bálsamo Hidratante,35.0,1464,4.1,3,2025-05-06,https://www.sephora.es/p/afterglow-lip-balm---b%c3%a1lsamo-hidratante-P3989102.html,,Vegano,,"Hidratante, Satinado",,No comedogénico,Todo tipo de pieles,Ligera,,Bálsamo
1508,Rostro,Iluminador,Hourglass,Ambient Strobe Lighting Powder,Iluminador Formato Viaje,31.0,316,4.0,0,2025-05-06,https://www.sephora.es/p/ambient-strobe-lighting-powder---iluminador-formato-viaje-495138.html,Formato viaje,Vegano,,,,,Todo tipo de pieles,Ligera,,Polvo compacto
1509,Rostro,Polvos sueltos,Fenty Beauty,Pro Filt'r Mini Instant Retouch Setting Powder,Polvos sueltos,20.0,1839,4.2,4,2025-05-06,https://www.sephora.es/p/pro-filtr-mini-instant-retouch-setting-powder---polvos-sueltos-P3699107.html,Formato viaje,Vegano,,,,,Todo tipo de pieles,Ligera,Mate,Polvo suelto
1510,Rostro,Polvos bronceadores,Hourglass,Ambient Lighting Bronzer,Polvos Bronceadores Formato Viaje,31.0,1149,4.4,0,2025-05-06,https://www.sephora.es/p/ambient-lighting-bronzer---polvos-bronceadores-formato-viaje-495139.html,Formato viaje,Vegano,,,,,Todo tipo de pieles,Ligera,,Polvo compacto
1511,Pinceles & accesorios,Esponja de maquillaje,Beautyblender,The Original BeautyBlender,,19.99,237,3.5,0,2025-05-06,https://www.sephora.es/p/the-original-beautyblender-501176.html,,,,,,,,,,
1512,Rostro,Iluminador,Fenty Beauty,Diamond Bomb All-Over Diamond Veil,Iluminador en polvo para cara y cuerpo,41.0,1689,4.4,2,2025-05-06,https://www.sephora.es/p/diamond-bomb-all-over-diamond-veil---iuminador-P3469001.html,Standard,,,,,,"Piel normal, Piel mixta","Total, Media, Ligera",,Polvo compacto
1513,Rostro,Crema de color,Charlotte Tilbury,Hollywood Flawless Filter,Highlighter líquido,52.0,7065,4.4,11,2025-05-06,https://www.sephora.es/p/hollywood-flawless-filter---filtro-perfeccionador-P3462081.html,Standard,,,,,,Todo tipo de pieles,Ligera,,Liquido
1514,Rostro,Base de maquillaje,Too Faced,Born This Way Natural Finish Foundation,Base de Maquillaje,48.0,14762,4.1,18,2025-05-06,https://www.sephora.es/p/born-this-way---fondo-de-maquillaje-P2248001.html,Standard,Vegano,,,,,"Todo tipo de pieles, Piel seca","Total, Media",Natural,Liquido
1515,Rostro,Colorete,Benefit Cosmetics,Benetint,Tinte Líquido Para Mejillas Y Labios,43.0,696,4.2,0,2025-05-06,https://www.sephora.es/p/benetint---blush-liquido-mejillas-y-labios-67828.html,Formato viaje,,,Larga duración,,,"Todo tipo de pieles, Piel madura",Ligera,Natural,Liquido
1516,Rostro,Antiojeras & corrector,Charlotte Tilbury,Magic Away,Corrector Líquido,38.0,2793,3.8,4,2025-05-06,https://www.sephora.es/p/magic-away---corrector-liquido-P3491148.html,Standard,Vegano,,,,,Todo tipo de pieles,"Total, Media",Mate,Liquido
1517,Labios,Lápiz de labios,Make Up For Ever,Artist Color Pencil,Lápiz multiusos,27.0,1238,4.5,8,2025-05-06,https://www.sephora.es/p/artist-color-pencil---l%c3%a1piz-multiusos-P3294062.html,Standard,Vegano,Mate,Hidratante,Voluminizador,,Todo tipo de pieles,Total,Natural,Crema
1518,Labios,Barra de labios,Sephora Collection,Barra de labios,,9.99,289,4.4,0,2025-05-06,https://www.sephora.es/p/barra-de-labios-370776.html,Standard,,,Satinado,,,,Total,Mate,Bálsamo
1519,Cejas,Lápiz & polvo para cejas,Anastasia Beverly Hills,Perfect Brow Pencil,Lápiz de cejas,41.99,2335,4.5,8,2025-05-06,https://www.sephora.es/p/perfect-brow-pencil---l%c3%a1piz-de-cejas-P2678024.html,Standard,Vegano,,,,,Todo tipo de pieles,Total,Natural,
1520,Labios,Gloss/ Brillo labial,Sephora Collection,Gloss Outrageous Efecto Volumen,Outrageous Plump Effect Gloss,13.99,608,4.2,8,2025-05-06,https://www.sephora.es/p/gloss-outrageous-effet-volume---outrageous-plump-effect-gloss-P4023130.html,,Vegano,,"Brillante / Glossy, Voluminizador",,,Todo tipo de pieles,Ligera,Brillante,Liquido
1521,Paletas maquillaje,Paleta de sombras de ojos,Too Faced,Born This Way The Natural Nudes Eye Shadow Palette,Paleta de Sombras de Ojos,60.0,318,4.3,0,2025-05-06,https://www.sephora.es/p/born-this-way-natural-nudes-sombras-de-ojos-505612.html,Set/Estuche/Kit,,"Mate, Metalizado, Purpurina",,Voluminizador,,Todo tipo de pieles,"Media, Ligera","Brillante, Metálico",Polvo compacto
1522,Ojos,Eyeliner,Sephora Collection,Eyeliner colorblock liner,Eyeliner resistente al agua,11.99,27,3.9,0,2025-05-06,https://www.sephora.es/p/eyeliner-colorblock-liner----eyeliner-resistente-al-agua-P4023132.html,,Vegano,Mate,,Impermeable,,Todo tipo de pieles,,Natural,Liquido
1523,Labios,Barra de labios líquida,Fenty Beauty,Gloss Bomb Universal Lip Luminizer,Brillo de labios,25.0,12330,4.6,8,2025-05-06,https://www.sephora.es/p/gloss-bomb-universal-lip-luminizer-P3079028.html,Standard,,,"Brillante / Glossy, Nacarado/Purpurina",,,Todo tipo de pieles,Total,Brillante,Liquido
1524,Labios,Lápiz de labios,Charlotte Tilbury,Lip Cheat,Lápiz de Labios Sin Transferencia,30.0,2663,4.5,20,2025-05-06,https://www.sephora.es/p/lip-cheat---perfilador-de-labios-P3462065.html,Standard,Vegano,,"Larga duración, Voluminizador",,,Todo tipo de pieles,Ligera,,Crema
1525,Rostro,Colorete,Charlotte Tilbury,Cheek to Chic,Blush,48.0,1657,4.3,7,2025-05-06,https://www.sephora.es/p/cheek-to-chic---colorete-P3462055.html,Standard,Vegano,,,,,Todo tipo de pieles,Ligera,,Polvo compacto
1526,Labios,Barra de labios,Charlotte Tilbury,K.I.S.S.I.N.G,Lápiz de Labios,40.0,165,4.2,7,2025-05-06,https://www.sephora.es/p/k.i.s.s.i.n.g---barra-de-labios-P3462064.html,Standard,Vegano,,"Hidratante, Brillante / Glossy",,,Todo tipo de pieles,,Brillante,"Crema, Bálsamo"
1527,Paletas maquillaje,Paleta de sombras de ojos,Natasha Denona,Mini Glam palette,Paleta de Sombra de Ojos,27.99,784,4.5,0,2025-05-06,https://www.sephora.es/p/mini-glam-palette---paleta-de-sombra-de-ojos-501369.html,Formato viaje,,"Mate, Metalizado",,Voluminizador,,Todo tipo de pieles,Total,Natural,Polvo compacto
1528,Ojos,Lápiz de ojos & khol,Fenty Beauty,Flypencil,Eyeliner de larga fijación,23.0,561,3.3,10,2025-05-06,https://www.sephora.es/p/flypencil---eyeliner-de-larga-fijacion-P3968086.html,,,"Mate, Purpurina",,Voluminizador,,"Piel normal, Piel mixta","Media, Ligera",Natural,
1529,Ojos,Eyeliner,KVD Beauty,Mini tatoo liner,Highliner formato mini,20.99,11034,4.2,0,2025-05-06,https://www.sephora.es/p/mini-tatoo-liner---highliner-formato-mini-503282.html,,Vegano,Mate,,Impermeable,,Todo tipo de pieles,Total,Mate,Liquido
1530,Cejas,Lápiz & polvo para cejas,Tarte,Sketch and set,Lápiz de cejas y gel tintado.,30.0,53,4.0,3,2025-05-06,https://www.sephora.es/p/sketch-and-set---l%c3%a1piz-de-cejas-y-gel-tintado.-P3959111.html,,Vegano,,,,,Todo tipo de pieles,,Natural,Gel
1531,Rostro,Antiojeras & corrector,Tarte,Shape tape Glow wand,Iluminador antiojeras,32.0,20,4.0,2,2025-05-06,https://www.sephora.es/p/shape-tape-glow-wand---iluminador-P3959115.html,Standard,Vegano,,,,,"Todo tipo de pieles, Piel normal, Piel mixta, Piel seca, Piel grasa, Piel sensible, Piel madura","Total, Media",,Liquido
1532,Rostro,Base de maquillaje,Tarte,Face Tape™,Base de maquillaje de cobertura total,42.0,21,4.4,31,2025-05-06,https://www.sephora.es/p/face-tape---base-de-maquillaje-de-larga-duracion-P3959118.html,Standard,Vegano,,,,,"Todo tipo de pieles, Piel normal, Piel mixta, Piel seca, Piel grasa, Piel sensible, Piel madura","Total, Media","Natural, Mate",Liquido
1533,Cejas,Lápiz & polvo para cejas,Benefit Cosmetics,"Precisely, My Brow Pencil",Lápiz de Cejas Ultrapreciso Formato Viaje,20.0,5441,4.5,12,2025-05-06,https://www.sephora.es/p/mini-precisely-my-brow-pencil---l%c3%a1piz-de-cejas-P3228018.html,Formato viaje,,,,,,"Todo tipo de pieles, Piel madura",Total,Natural,
1534,Ojos,Máscara de pestañas,Sephora Collection,Size Up,Máscara de pestañas Volumen Extra Largo Inmediato,14.99,1006,4.2,0,2025-05-06,https://www.sephora.es/p/size-up---m%c3%a1scara-de-pestanas-volumen-extra-largo-inmediato-441757.html,,Vegano,Mate,,Voluminizador,,Todo tipo de pieles,Total,Natural,Liquido
1535,Paletas maquillaje,Paleta de sombras de ojos,Huda Beauty,Mini Paleta De Sombras,NUDE Obsessions Palette,34.0,927,4.2,2,2025-05-06,https://www.sephora.es/p/nude-obsessions---paleta-de-sombras-de-ojos-P3889096.html,Set/Estuche/Kit,,"Mate, Metalizado, Brillante",,Voluminizador,,Todo tipo de pieles,Total,Natural,Polvo compacto
1536,Labios,Barra de labios,Huda Beauty,Pintalabios mate ultrapigmentada,Power Bullet Matte,28.0,1645,4.2,9,2025-05-06,https://www.sephora.es/p/matte-power-bullet---barra-de-labios-mate-ultrapigmentada-P3655158.html,Standard,,,"Hidratante, Larga duración, Natural",,,Todo tipo de pieles,Total,,Crema
1537,Rostro,Primer & spray fijador,Milk Makeup,Hydro Grip Primer,Primer,19.99,8318,4.1,2,2025-05-06,https://www.sephora.es/p/hydro-grip-primer---primer-P3818087.html,,"Vegano, Naturality",,,,,,,,
1538,Ojos,Máscara de pestañas,Milk Makeup,KUSH Waterproof Mascara,Máscara Waterproof,32.99,1295,2.9,0,2025-05-06,https://www.sephora.es/p/kush-waterproof-mascara---m%c3%a1scara-waterproof-486065.html,Standard,Vegano,Mate,,"Voluminizador, Efecto alargado, Impermeable",,Todo tipo de pieles,,Natural,Liquido
1539,Cejas,Gel & Máscara de cejas,Milk Makeup,KUSH Clear Brow Gel,Gel para cejas,30.99,300,4.0,0,2025-05-06,https://www.sephora.es/p/kush-clear-brow-gel---gel-para-cejas-572018.html,Standard,Vegano,,,,,Todo tipo de pieles,Total,Natural,Gel
1540,Rostro,Iluminador,Milk Makeup,Highlighter Mini,Iluminador en barra mini,27.99,763,3.9,0,2025-05-06,https://www.sephora.es/p/highlighter-mini---iliminador-formato-viaje-487089.html,,Vegano,,,,,Todo tipo de pieles,Ligera,,
1541,Rostro,Base de maquillaje,Milk Makeup,Flex Foundation Stick,Base de maquillaje,41.99,1109,4.1,0,2025-05-06,https://www.sephora.es/p/flex-foundation-stick---base-de-maquillaje-486103.html,Standard,Vegano,,,,Libre de aceite,"Todo tipo de pieles, Piel normal, Piel mixta, Piel seca, Piel grasa, Piel sensible","Total, Media, Ligera",Natural,
1542,Cejas,Gel & Máscara de cejas,Milk Makeup,KUSH Fiber Brow Gel,Gel con color para cejas,30.99,140,4.3,5,2025-05-06,https://www.sephora.es/p/kush-fiber-brow-gel---gel-con-color-para-cejas-P3818090.html,Standard,Vegano,,,,,Todo tipo de pieles,Total,Natural,Gel
1543,Rostro,Iluminador,Milk Makeup,Holographic Stick Mini,Iluminador en barra mini,27.99,1044,3.9,0,2025-05-06,https://www.sephora.es/p/holographic-stick-mini---stick-hologr%c3%a1fico-formato-viaje-485856.html,,Vegano,,,,,Todo tipo de pieles,Media,,
1544,Rostro,Polvos matificantes,Nars,Light Reflecting Setting Powder Pressed,Polvo fijador de maquillaje compacto,48.0,112,4.6,0,2025-05-06,https://www.sephora.es/p/light-reflecting-setting-powder-pressed---polvos-matificantes-489986.html,,Vegano,,,,,Todo tipo de pieles,Ligera,Mate,Polvo compacto
1545,Rostro,Base de maquillaje,Charlotte Tilbury,Airbrush Flawless Foundation,Base de maquillaje,55.0,258,3.5,39,2025-05-06,https://www.sephora.es/p/airbrush-flawless-foundation---base-de-maquillaje-P3801025.html,,Vegano,,,,,Todo tipo de pieles,Total,Mate,Liquido
1546,Labios,Voluminizador labios,Charlotte Tilbury,Collagen Lip Bath,Gloss rellenador,39.0,915,4.1,4,2025-05-06,https://www.sephora.es/p/collagen-lip-bath---voluminizador-P3801027.html,Standard,,,"Hidratante, Brillante / Glossy",,,Todo tipo de pieles,,Brillante,Liquido
1547,Labios,Gloss/ Brillo labial,Clarins,Eclat Minute,Bálsamo de labios,30.0,0,0.0,4,2025-05-06,https://www.sephora.es/p/eclat-minute---b%c3%a1lsamo-de-labios-P10062131.html,,,,"Brillante / Glossy, Natural",,,"Todo tipo de pieles, Piel normal, Piel mixta, Piel seca, Piel grasa, Piel sensible, Piel madura",Ligera,,Bálsamo
1548,Cejas,Lápiz & polvo para cejas,Fenty Beauty,Brow MVP Ultra Fine Brow Pencil & Styler,Lápiz de cejas,26.0,892,3.6,7,2025-05-06,https://www.sephora.es/p/brow-mvp-ultra-fine-brow-pencil-styler---l%c3%a1piz-de-cejas-P3809039.html,,Vegano,,,,,Todo tipo de pieles,Total,Natural,
1549,Rostro,Primer & spray fijador,Fenty Beauty,Pro Filt'r Hydrating Primer,Primer Hidratante,20.0,318,4.4,0,2025-05-06,https://www.sephora.es/p/pro-filtr-hydrating-primer---primer-hidratante-517538.html,Formato viaje,Vegano,,,,,Todo tipo de pieles,Ligera,Natural,Liquido
1550,Rostro,Primer & spray fijador,Fenty Beauty,Pro Filt'r Mattifying Primer,Primer matificante,39.0,282,3.7,0,2025-05-06,https://www.sephora.es/p/pro-filtr-mattifying-primer---primer-matificante-483163.html,,Vegano,,,,No comedogénico,Todo tipo de pieles,Ligera,Mate,Liquido
1551,Rostro,Base de maquillaje,Urban Decay,Stay Naked Foundation,Base de maquillaje,41.99,1982,4.2,0,2025-05-06,https://www.sephora.es/p/stay-naked-foundation---base-de-maquillaje-487536.html,Standard,,,,,,Todo tipo de pieles,Media,Mate,Liquido
1552,Ojos,Eyeliner,Lancôme,Lancôme Artliner-Delineador De Ojos Líquido,,44.0,3,3.0,0,2025-05-06,https://www.sephora.es/p/artliner-eyeliner-fluide-trace-dense-et-pinceau-mousse-476627.html,Standard,,Mate,,Natural,,Todo tipo de pieles,Total,Natural,Polvo compacto
1553,Ojos,Máscara de pestañas,Givenchy,Disturbia,Máscara De Pestañas,35.0,847,4.2,0,2025-05-06,https://www.sephora.es/p/disturbia---m%c3%a1scara-de-pestanas-480966.html,Standard,,Mate,,"Voluminizador, Efecto alargado, Efecto rizado",,Todo tipo de pieles,,Natural,Liquido
1554,Ojos,Sombras de ojos,Charlotte Tilbury,Eyes to Mesmerise,Sombras de Ojos,37.0,1682,4.5,6,2025-05-06,https://www.sephora.es/p/eyes-to-mesmerise---sombras-de-ojos-P3462068.html,Set/Estuche/Kit,Vegano,"Irisado/Nacarado, Purpurina",,,,Todo tipo de pieles,Media,"Natural, Brillante",Crema
