,categoria,subcategoria,marca,nombre,descripcion,precio,numero_valoraciones,valoracion,num_variaciones,fecha_extraccion,url_producto,formato,responsabilidad,efecto_sombra,efecto_labios,efecto_mascara,formulacion,tipo_piel,cobertura,acabado,textura
94,Uñas,Tratamiento para uñas,Manucurist,Active Shine,Esmalte Make-up & Tratamiento,16.99,0,0.0,0,2025-05-06,https://www.sephora.es/p/active-shine---esmalte-make-up-tratamiento-764645.html,Frasco,,,,,,Todo tipo de pieles,,Purpurina,Liquido
95,Uñas,Tratamiento para uñas,Manucurist,Masque SOS,Tratamiento de uñas,16.0,65,4.7,0,2025-05-06,https://www.sephora.es/p/masque-sos---tratamiento-de-unas-764098.html,Frasco,,,,,,Todo tipo de pieles,,,Liquido
96,Uñas,Tratamiento para uñas,Manucurist,Green Care,Base fortalecedora,16.0,22,4.9,0,2025-05-06,https://www.sephora.es/p/green-care---base-fortalecedora-764099.html,Frasco,,,,,,Todo tipo de pieles,,Brillante,Liquido
97,Uñas,Tratamiento para uñas,Manucurist,Active Bright,Esmalte Make-up & Tratamiento,16.99,0,0.0,0,2025-05-06,https://www.sephora.es/p/active-bright---esmalte-make-up-tratamiento-764646.html,Frasco,,,,,,Todo tipo de pieles,,,Liquido
98,Uñas,Esmalte de uñas,Manucurist,Green,Base,13.99,12,4.9,0,2025-05-06,https://www.sephora.es/p/green---base-764647.html,Frasco,Clean at Sephora,,,,,Todo tipo de pieles,,Brillante,Liquido
99,Uñas,Tratamiento para uñas,Manucurist,Active Smooth,Esmalte Make-up & Tratamiento,17.0,173,4.6,4,2025-05-06,https://www.sephora.es/p/active-smooth---esmalte-make-up-tratamiento-P1000207124.html,Frasco,,,,,,Todo tipo de pieles,,,Liquido
100,Uñas,Tratamiento para uñas,Manucurist,Active Plump,Esmalte Make-up & Tratamiento,17.0,21,4.9,0,2025-05-06,https://www.sephora.es/p/active-plump---esmalte-make-up-tratamiento-764093.html,Frasco,,,,,,Todo tipo de pieles,,,Liquido
101,Estuches maquillaje,Estuches de manicura,Manucurist,Green Flash,Kit pro Hortencia & Poppy Red,86.0,0,0.0,0,2025-05-06,https://www.sephora.es/p/green-flash---kit-pro-hortencia-poppy-red-764101.html,"Set/Estuche/Kit, Frasco",Clean at Sephora,,,,,Todo tipo de pieles,,,Liquido
102,Uñas,Gel uñas,Manucurist,Green Flash,Base enriquecida con vitaminas,20.0,13,3.8,0,2025-05-06,https://www.sephora.es/p/green-flash---base-enriquecida-con-vitaminas-764643.html,Frasco,Clean at Sephora,,,,,Todo tipo de pieles,,Brillante,Liquido
103,Uñas,Esmalte de uñas,Manucurist,Green,Gotas secantes,17.0,22,4.8,0,2025-05-06,https://www.sephora.es/p/green---gotas-secantes-764092.html,Frasco,Clean at Sephora,,,,,Todo tipo de pieles,,Natural,Liquido
104,Ojos,Sombras de ojos,Sephora Collection,12h Colorful Special Effects,Eyeliner retráctil multicromático,12.0,3,5.0,4,2025-05-06,https://www.sephora.es/p/12h-colorful-special-effects---eyeliner-retr%c3%a1ctil-multicrom%c3%a1tico-P10061916.html,Standard,Vegano,Metalizado,,,,,,,Crema
105,Labios,Lápiz de labios,Sephora Collection,8HR Colorful Lip Liner,Lápiz de labios sin transferencia,10.0,9,4.0,20,2025-05-06,https://www.sephora.es/p/8hr-colorful-lip-liner---l%c3%a1piz-de-labios-sin-transferencia-P10061924.html,Standard,Vegano,,Larga duración,,,,,,Crema
106,Labios,Barra de labios,Sephora Collection,Totally Juicy Lip Tint,Tinta de labios de brillo abombado,14.0,14,4.4,12,2025-05-06,https://www.sephora.es/p/totally-juicy-lip-tint---tinta-de-labios-de-brillo-abombado-P10061920.html,Standard,Vegano,,"Hidratante, Larga duración, Brillante / Glossy",,,,,,Crema
107,Rostro,Colorete,Sephora Collection,Blush & Go,Blush líquido acabado mate,14.0,7,4.4,6,2025-05-06,https://www.sephora.es/p/blush-go---blush-liquido-acabado-mate-P10061918.html,Set/Estuche/Kit,Vegano,,,,,Todo tipo de pieles,"Total, Media, Ligera",Mate,"Crema, Polvo compacto"
108,Rostro,Colorete,Sephora Collection,Color Twister,Aceite en barra color que se transforma,14.0,24,4.5,3,2025-05-06,https://www.sephora.es/p/color-twister---aceite-en-barra-color-que-se-transforma-P10061931.html,Standard,Vegano,,Brillante / Glossy,,,Todo tipo de pieles,Ligera,"Natural, Brillante",Aceite
109,Pinceles & accesorios,Brocha rostro,Sephora Collection,Brocha Dúo Mejillas,"Aplicación Intuitiva, Acabado Perfecto",20.0,60,4.8,0,2025-05-06,https://www.sephora.es/p/brocha-duo-mejillas---aplicacion-intuitiva-acabado-perfecto-733878.html,Standard,,,,,,,,,Rígido
110,Rostro,Primer & spray fijador,Sephora Collection,Spray fijador de maquillaje,"12 horas de fijación, sin transferencia",16.0,39,4.7,0,2025-05-06,https://www.sephora.es/p/spray-fijador-de-maquillaje----12-horas-de-fijacion-sin-transferencia-731473.html,Standard,Vegano,,,,,Todo tipo de pieles,,,Agua/Bruma
111,Ojos,Sombras de ojos,Sephora Collection,12H Colorful,Sombra de ojos y lápiz,14.0,0,0.0,14,2025-05-06,https://www.sephora.es/p/12h-colorful---sombra-de-ojos-y-l%c3%a1piz-P10061923.html,Standard,,"Mate, Purpurina",,,,,,,Crema
112,Ojos,Sombras de ojos,Sephora Collection,Colorful Special Effects,Sombra de ojos líquida multicromática,16.0,0,0.0,3,2025-05-06,https://www.sephora.es/p/colorful-special-effects---sombra-de-ojos-liquida-multicrom%c3%a1tica-P10061914.html,Standard,Vegano,,,,,,,,Crema
113,Labios,Gloss/ Brillo labial,Sephora Collection,Color Twister Glossed,Gloss de labios,14.0,0,0.0,3,2025-05-06,https://www.sephora.es/p/color-twister-glossed---gloss-de-labios-P10061925.html,Standard,Vegano,,"Hidratante, Brillante / Glossy, Nacarado/Purpurina",,,,,,Crema
114,Rostro,Colorete,Sephora Collection,Color Twister,Blush Crema,14.0,0,0.0,0,2025-05-06,https://www.sephora.es/p/color-twister---blush-crema-731494.html,Standard,Vegano,,,,,Todo tipo de pieles,"Total, Media, Ligera",Natural,Crema
115,Uñas,Esmalte de uñas,Sephora Collection,Nail Blush,Cuidado perfeccionador rosado,9.0,14,4.6,0,2025-05-06,https://www.sephora.es/p/nail-blush---cuidado-perfeccionador-rosado-731462.html,Standard,Vegano,,,,,,,Brillante,Liquido
116,Rostro,Cremas BB & CC,KOSAS,BB Burst,Gel-crema hidratante con color,43.0,101,3.2,24,2025-05-06,https://www.sephora.es/p/bb-burst---gel-crema-hidratante-con-color-P10057664.html,Standard,Clean at Sephora,,,,,Todo tipo de pieles,Ligera,Natural,Liquido
117,Rostro,Polvos bronceadores,KOSAS,The Show Sun –&nbsp;Polvos bronceadores con acabado natural y luminoso,,39.0,94,4.0,5,2025-05-06,https://www.sephora.es/p/the-show-sun-%e2%80%93nbsp%3bpolvos-bronceadores-con-acabado-natural-y-luminoso-P10053870.html,"Standard, Set/Estuche/Kit",Clean at Sephora,,,,,"Todo tipo de pieles, Piel normal, Piel mixta, Piel seca, Piel grasa, Piel sensible",Media,,Sérum
118,Ojos,Máscara de pestañas,Too Faced,Ribbon Wrapped Lash,Máscara Tubing,31.0,3,4.3,0,2025-05-06,https://www.sephora.es/p/ribbon-wrapped-lash---m%c3%a1scara-tubing-756716.html,,,,,Efecto alargado,,,,,
119,Cejas,Lápiz & polvo para cejas,KOSAS,Brow Pop Nano,Lápiz de cejas fino de alta precisión,25.0,101,3.6,6,2025-05-06,https://www.sephora.es/p/brow-pop-nano---l%c3%a1piz-de-cejas-fino-de-alta-precision-P10053869.html,Standard,Clean at Sephora,,,,,Todo tipo de pieles,,Natural,
120,Labios,Gloss/ Brillo labial,Gisou,Honey Infused Lip Oil,Honey Gold,28.0,393,4.3,7,2025-05-06,https://www.sephora.es/p/honey-infused-lip-oil---honey-gold-P1000203716.html,,Clean at Sephora,,Hidratante,,,,,,Aceite
121,Rostro,Polvos sueltos,Lancôme,Teint Idôle Ultra Wear Skin Refining,Polvo Fijador y Perfeccionador,55.0,0,0.0,5,2025-05-06,https://www.sephora.es/p/teint-idole-ultra-wear-skin-refining---polvo-fijador-y-perfeccionador-P1000206648.html,,,,,,,Todo tipo de pieles,Media,Mate,
122,Rostro,Iluminador,Lancôme,Teint Idole Ultra Wear,Highlighter,55.0,0,0.0,5,2025-05-06,https://www.sephora.es/p/teint-idole-ultra-wear-c.e.-skin---iluminador-brillo-radiante-P10058999.html,Standard,,,,,,Todo tipo de pieles,"Media, Ligera",,Polvo compacto
123,Desmaquillante,Desmaquillante rostro,YEPODA,The Calm Balm – Bálsamo limpiador de aceite de oliva y coco,,25.0,5,4.0,0,2025-05-06,https://www.sephora.es/p/the-calm-balm-%e2%80%93-b%c3%a1lsamo-limpiador-de-aceite-de-oliva-y-coco-762589.html,,"Clean at Sephora, Naturality",,,,"No comedogénico, Vitamina E",Todo tipo de pieles,,,Bálsamo
124,Desmaquillante,Desmaquillante rostro,BEAUTY OF JOSEON,Radiance Cleansing Balm,Aceite desmaquillante tipo bálsamo,18.0,4,5.0,0,2025-05-06,https://www.sephora.es/p/radiance-cleansing-balm---aceite-desmaquillante-tipo-b%c3%a1lsamo-761484.html,,,,,,,Todo tipo de pieles,,,Bálsamo
125,Ojos,Lápiz de ojos & khol,Ilia,Eye Stylus – Sombra de ojos crema larga duración,,39.0,0,0.0,18,2025-05-06,https://www.sephora.es/p/eye-stylus-%e2%80%93-sombra-de-ojos-crema-larga-duracion-P10061856.html,,Clean at Sephora,Mate,,,,,,,Crema
126,Rostro,Base de maquillaje,Milk Makeup,Hydro Grip Gel Tint,Gel con color hidratante Hydro Grip 12 horas,43.0,2,5.0,15,2025-05-06,https://www.sephora.es/p/hydro-grip-gel-tint---gel-con-color-hidratante-hydro-grip-12-horas-P10061406.html,,,,,,,,,Natural,Gel
127,Estuches maquillaje,Estuches multi-usos,Milk Makeup,Jelly Lip Kit,dúo tinte + aceite labial,40.0,0,0.0,0,2025-05-06,https://www.sephora.es/p/jelly-lip-kit---duo-tinte-aceite-labial-757354.html,,,,,,,,,,
128,Rostro,Antiojeras & corrector,KOSAS,Revealer Concealer,Antiojeras iluminador,31.0,5403,4.0,38,2025-05-06,https://www.sephora.es/p/revealer-concealer---antiojeras-iluminador-P10048919.html,,Clean at Sephora,,,,,"Todo tipo de pieles, Piel normal, Piel mixta, Piel seca, Piel grasa, Piel sensible",Media,,Liquido
129,Rostro,Colorete,KOSAS,Blush is Life,Colorete en polvo compacto,33.0,506,4.6,8,2025-05-06,https://www.sephora.es/p/blush-is-life---colorete-en-polvo-compacto-P10059712.html,Standard,Clean at Sephora,Brillante,,,,Todo tipo de pieles,Media,Mate,Polvo compacto
130,Labios,Gloss/ Brillo labial,KOSAS,Wet Lip Oil,Gloss voluminizador enriquecido con péptidos,25.0,762,3.8,11,2025-05-06,https://www.sephora.es/p/wet-lip-oil---gloss-voluminizador-enriquecido-con-peptidos-P10048918.html,Standard,Clean at Sephora,,"Hidratante, Brillante / Glossy, Voluminizador",,,Todo tipo de pieles,,,"Liquido, Polvo compacto, Bálsamo"
131,Cejas,Gel & Máscara de cejas,KOSAS,Air Brow Tinted,Gel de cejas voluminizador con color,27.0,1265,4.4,8,2025-05-06,https://www.sephora.es/p/air-brow-tinted---gel-de-cejas-voluminizador-con-color-P10048922.html,Standard,Clean at Sephora,,,,,Piel normal,,Natural,Parche
132,Ojos,Base de sombra de ojos,KOSAS,Revealer Extra Bright,Corrector de tono enriquecido con péptidos,31.0,388,4.2,5,2025-05-06,https://www.sephora.es/p/revealer-extra-bright---corrector-de-tono-enriquecido-con-peptidos-P1000205731.html,,Clean at Sephora,,,,,Todo tipo de pieles,,,Crema
133,Rostro,Polvos sueltos,KOSAS,Cloud Set Brightening,Polvos fijadores iluminadores,39.0,0,0.0,3,2025-05-06,https://www.sephora.es/p/cloud-set-brightening---polvos-fijadores-iluminadores-P1000205552.html,Standard,Clean at Sephora,,,,,Todo tipo de pieles,Media,,
134,Rostro,Polvos matificantes,KOSAS,Cloud Set,Polvos fijadores con color,39.0,2048,4.0,10,2025-05-06,https://www.sephora.es/p/cloud-set---polvos-fijadores-con-color-P10048921.html,Standard,Clean at Sephora,,,,,Todo tipo de pieles,,Mate,Polvo compacto
135,Labios,Bálsamo labial,KOSAS,LipFuel,Bálsamo labial con ácido hialurónico,19.0,0,0.0,3,2025-05-06,https://www.sephora.es/p/lipfuel---b%c3%a1lsamo-labial-con-%c3%a1cido-hialuronico-P10048934.html,Standard,Clean at Sephora,,Hidratante,,,Todo tipo de pieles,,,Bálsamo
136,Labios,Barra de labios,KOSAS,Wet Stick,Brillo de labios hidratante,25.0,645,4.4,12,2025-05-06,https://www.sephora.es/p/wet-stick---brillo-de-labios-hidratante-P10053872.html,"Standard, Set/Estuche/Kit",Clean at Sephora,,Hidratante,,,"Todo tipo de pieles, Piel normal, Piel mixta, Piel seca, Piel sensible",Media,,Sérum
137,Labios,Lápiz de labios,KOSAS,Hotliner,Lápiz de contorno de labios con ácido hialurónico,25.0,249,4.6,8,2025-05-06,https://www.sephora.es/p/hotliner---l%c3%a1piz-de-contorno-de-labios-con-%c3%a1cido-hialuronico-P10058826.html,Standard,Clean at Sephora,,"Hidratante, Voluminizador",,,Todo tipo de pieles,"Total, Media","Natural, Mate",Crema
138,Cejas,Gel & Máscara de cejas,KOSAS,Air Brow Clear,Gel de cejas transparente con efecto laminado,27.0,990,3.6,0,2025-05-06,https://www.sephora.es/p/air-brow-clear---gel-de-cejas-transparente-con-efecto-laminado-664586.html,Standard,Clean at Sephora,,,,,Todo tipo de pieles,,Natural,Gel
139,Ojos,Eyeliner,KOSAS,Soulgazer,Eyeliner en gel de alta precisión y larga duración,27.0,361,4.2,10,2025-05-06,https://www.sephora.es/p/soulgazer---eyeliner-en-gel-de-alta-precision-y-larga-duracion-P10059779.html,Standard,Clean at Sephora,,,,,Todo tipo de pieles,,,
140,Cejas,Lápiz & polvo para cejas,KOSAS,Brow Pop,Lápiz de cejas de alta precisión,27.0,597,4.4,10,2025-05-06,https://www.sephora.es/p/brow-pop---l%c3%a1piz-de-cejas-de-alta-precision-P10048924.html,Standard,Clean at Sephora,,,,,Todo tipo de pieles,,Natural,
141,Cejas,Gel & Máscara de cejas,KOSAS,GrowPotion,Sérum espesante de cejas y pestañas,49.0,129,3.7,0,2025-05-06,https://www.sephora.es/p/growpotion---serum-espesante-de-cejas-y-pestanas-664621.html,Standard,Clean at Sephora,,"Hidratante, Voluminizador",,,Todo tipo de pieles,,,Sérum
142,Labios,Barra de labios,KOSAS,Weightless Lip Color,Lápiz de labios nutritivo satinado,27.0,250,4.2,10,2025-05-06,https://www.sephora.es/p/weightless-lip-color---l%c3%a1piz-de-labios-nutritivo-satinado-P10053871.html,"Standard, Set/Estuche/Kit",Clean at Sephora,,"Hidratante, Satinado",,,"Todo tipo de pieles, Piel normal, Piel mixta, Piel seca, Piel grasa, Piel sensible",,,Sérum
143,Pinceles & accesorios,Brocha rostro,KOSAS,Brush,Brocha cónica para polvos,39.0,0,0.0,0,2025-05-06,https://www.sephora.es/p/brush---brocha-conica-para-polvos-664626.html,Standard,Clean at Sephora,,,,,Todo tipo de pieles,,,
144,Pinceles & accesorios,Brocha rostro,KOSAS,Brush,Brocha facial,25.0,5,5.0,0,2025-05-06,https://www.sephora.es/p/brush---brocha-facial-664624.html,Standard,Clean at Sephora,,,,,Todo tipo de pieles,,,
145,Pinceles & accesorios,Esponja de maquillaje,KOSAS,Revealer Dual-Ended Make-up Blender,Esponja de maquillaje,16.0,30,3.8,0,2025-05-06,https://www.sephora.es/p/revealer-dual-ended-make-up-blender---esponja-de-maquillaje-664627.html,Standard,Clean at Sephora,,,,,Todo tipo de pieles,,,
146,Pinceles & accesorios,Brocha rostro,KOSAS,Brush,Brocha biselada para colorete,31.0,0,0.0,0,2025-05-06,https://www.sephora.es/p/brush---brocha-biselada-para-colorete-664622.html,Standard,Clean at Sephora,,,,,Todo tipo de pieles,,,
147,Rostro,Crema de color,Summer Fridays,Sheer Skin Tint,Ácido hialurónico + escualeno,46.0,1,5.0,11,2025-05-06,https://www.sephora.es/p/luminosidad-y-transparencia---%c3%a1cido-hialuronico-escualeno-P10046169.html,Standard,Clean at Sephora,,,,No comedogénico,Todo tipo de pieles,"Media, Ligera",Natural,Loción
148,Desmaquillante,Desmaquillante rostro,Dermalogica,Special Cleansing Gel,Recarga Gel Limpiador,65.0,0,0.0,0,2025-05-06,https://www.sephora.es/p/special-cleansing-gel---recarga-gel-limpiador-660098.html,Standard,,,,,,Todo tipo de pieles,,,Bálsamo
149,Rostro,Base de maquillaje,Huda Beauty,Easy Blur Natural Airbrush Foundation,Base de maquillaje,39.0,274,4.6,30,2025-05-06,https://www.sephora.es/p/easy-blur-natural-airbrush-foundation---base-de-maquillaje-P10060171.html,Standard,,,,,,Todo tipo de pieles,Media,Mate,Liquido
150,Rostro,Primer & spray fijador,Supergoop!,Glowscreen,Protector Solar SPF 30 PA+++ Formato Jumbo,52.0,0,0.0,0,2025-05-06,https://www.sephora.es/p/glowscreen---protector-solar-spf-30-pa-formato-jumbo-759696.html,,,,,,,"Todo tipo de pieles, Piel normal, Piel mixta, Piel seca",,,
151,Labios,Gloss/ Brillo labial,Makeup By Mario,SuperShine™ Lip Gloss,Gloss de labios,30.0,0,0.0,11,2025-05-06,https://www.sephora.es/p/supershine%e2%84%a2-lip-gloss---gloss-de-labios-P10061852.html,,,,"Hidratante, Larga duración",,,Todo tipo de pieles,,,Liquido
152,Rostro,Iluminador,Dior,Dior Forever Glow Luminizer,Iluminador infusionado con ácido hialurónico,60.0,69,4.7,4,2025-05-06,https://www.sephora.es/p/dior-forever-glow-luminizer---iluminador-infusionado-con-%c3%a1cido-hialuronico-P10061858.html,Standard,,,,,,Todo tipo de pieles,Media,Mate,
153,Desmaquillante,Desmaquillante rostro,Drunk Elephant,Mello Marula™ Cream Cleanser,Limpiador crema facial,38.0,0,0.0,0,2025-05-06,https://www.sephora.es/p/mello-marula%e2%84%a2-cream-cleanser---limpiador-crema-facial-713247.html,Standard,"Vegano, Clean at Sephora",,,,,Todo tipo de pieles,,,Crema
154,Desmaquillante,Aceite desmaquillante,Innisfree,Aceite Limpiador Desmaquillante de Té Verde y Aminoácidos,Limpiador Facial,27.0,55,3.4,0,2025-05-06,https://www.sephora.es/p/aceite-limpiador-desmaquillante-de-te-verde-y-amino%c3%a1cidos---limpiador-facial-761283.html,,Clean at Sephora,,,,,Todo tipo de pieles,,,Aceite
155,Estuches maquillaje,Estuches de rostro,Huda Beauty,Baby Blush Duo,Estuche blush,25.0,93,4.5,0,2025-05-06,https://www.sephora.es/p/baby-blush-duo-black-cherry-and-strawberry-cream---estuche-blush-760076.html,Frasco,,,,,,Todo tipo de pieles,Media,,Liquido
156,Ojos,Paleta de sombras de ojos,Natasha Denona,Bloom Palette,Paleta de sombras de ojos,74.0,309,4.8,0,2025-05-06,https://www.sephora.es/p/bloom-palette---paleta-de-sombras-de-ojos-758329.html,Set/Estuche/Kit,,"Mate, Metalizado, Irisado/Nacarado, Purpurina, Brillante",,,Libre de aceite,Todo tipo de pieles,,,Crema
157,Ojos,Sombras de ojos,Make Up For Ever,Artist To Go,Mini Paleta de sombras de ojos,30.0,36,4.5,2,2025-05-06,https://www.sephora.es/p/artist-to-go---mini-paleta-de-sombras-de-ojos-P10061243.html,"Set/Estuche/Kit, Formato viaje",,"Mate, Irisado/Nacarado",,,,"Todo tipo de pieles, Piel normal, Piel mixta, Piel grasa, Piel sensible, Piel madura",,,Polvo compacto
158,Rostro,Colorete,Huda Beauty,Blush Filter,Blush líquido,29.0,519,4.8,11,2025-05-06,https://www.sephora.es/p/blush-filter---blush-liquido-P10058240.html,Standard,,,,,,Todo tipo de pieles,"Media, Ligera",Natural,Liquido
159,Labios,Gloss/ Brillo labial,Huda Beauty,Mini Lip Kit,Estuche de maquillaje de labios,30.0,8,4.8,0,2025-05-06,https://www.sephora.es/p/mini-lip-kit---estuche-de-maquillaje-de-labios-756216.html,,,,Hidratante,,,Todo tipo de pieles,,,Liquido
160,Rostro,Base de maquillaje,Clarins,Skin Illusion FULL COVERAGE,Base de maquillaje,53.0,10,4.2,12,2025-05-06,https://www.sephora.es/p/skin-illusion-full-coverage---base-de-maquillaje-P1000205587.html,Frasco,,,,,,"Todo tipo de pieles, Piel normal, Piel mixta, Piel grasa, Piel sensible","Total, Media",Mate,Crema
161,Labios,Bálsamo labial,Too Faced,Pillow Balm Original,Bálsamo Labial Hidratante,28.0,2,5.0,6,2025-05-06,https://www.sephora.es/p/pillow-balm-original---b%c3%a1lsamo-labial-hidratante-P1000205232.html,,,,Hidratante,,,,,,
162,Rostro,Primer & spray fijador,Tarte,Life Lock™ hydrating setting spray,Spray fijador hidratante,37.0,2,5.0,2,2025-05-06,https://www.sephora.es/p/life-lock%e2%84%a2-hydrating-setting-spray---spray-fijador-hidratante-P10061473.html,,,,,,,,,,
163,Desmaquillante,Aceite desmaquillante,Youth To The People,Superfood Cleanser,Desmaquillante,15.0,9977,4.4,4,2025-05-06,https://www.sephora.es/p/superfood-cleanser---desmaquillante-P3706031.html,,"Vegano, Clean at Sephora",,,,,Todo tipo de pieles,,,Gel
164,Ojos,Máscara de pestañas,Armani,GA Vertigo Lift,Máscara,44.0,582,4.7,0,2025-05-06,https://www.sephora.es/p/ga-vertigo-lift---m%c3%a1scara-762163.html,,,,,Efecto alargado,,Todo tipo de pieles,,,Liquido
165,Rostro,Colorete,Too Faced,Cloud Crush Blush,Rubor en Polvo,36.0,871,4.5,8,2025-05-06,https://www.sephora.es/p/cloud-crush---colorete-sedoso-P10048315.html,Standard,Vegano,,,,,Todo tipo de pieles,,Mate,Polvo compacto
166,Paletas maquillaje,Paleta de sombras de ojos,Anastasia Beverly Hills,Paleta de 16 sombras de ojos,,35.99,4,4.8,0,2025-05-06,https://www.sephora.es/p/paleta-de-16-sombras-de-ojos-734641.html,Set/Estuche/Kit,,"Mate, Purpurina, Brillante",,,,,,"Mate, Brillante, Purpurina",
167,Labios,Gloss/ Brillo labial,Too Faced,Lip Injection Extreme Plumping Clicks,Brillo labial con efecto volumen,30.0,1,5.0,8,2025-05-06,https://www.sephora.es/p/lip-injection-extreme-plumping-clicks---brillo-labial-con-efecto-volumen-P1000205416.html,,,,Voluminizador,,,,,,Bálsamo
168,Rostro,Polvos bronceadores,Sephora Collection,Instant Bronzing Drops,Gotas Bronceadoras,17.0,35,4.7,0,2025-05-06,https://www.sephora.es/p/instant-bronzing-drops---gotas-bronceadoras-743603.html,,"Vegano, Clean at Sephora, Naturality",,,,,"Piel normal, Piel mixta, Piel seca, Piel grasa","Media, Ligera",Natural,Sérum
169,Ojos,Máscara de pestañas,Benefit Cosmetics,BADgal Bounce,Máscara de pestañas volumen con cepillo de doble cara,33.0,1462,4.5,0,2025-05-06,https://www.sephora.es/p/badgal-bounce---m%c3%a1scara-de-pestanas-volumen-con-cepillo-de-doble-cara-757498.html,Standard,,,,Voluminizador,,Todo tipo de pieles,,"Natural, Mate",Liquido
